program,month,spend,quarter,state,device,leads,started_apps,predicted_submitted_apps,lead_track,id
program_a,04-2020,6185.0,04-2020,florida,,17.0,1.0,0.75,paid_facebook,1
program_a,04-2020,6695.0,04-2020,massachusetts,,37.0,4.0,0.4,paid_facebook,2
program_a,04-2020,7995.0,04-2020,florida,,1.0,4.0,0.7,paid_facebook,3
program_a,04-2020,1275.0,04-2020,north carolina,,15.0,0.0,0.1,paid_facebook,4
program_a,04-2020,4834.0,04-2020,rhode island,,60.0,5.0,0.48,paid_facebook,5
program_a,05-2020,1368.0,04-2020,new york,,16.0,3.0,0.19,paid_facebook,6
program_a,05-2020,1323.0,04-2020,massachusetts,,24.0,5.0,0.23,paid_facebook,7
program_a,05-2020,1615.0,04-2020,new jersey,,19.0,2.0,0.38,paid_facebook,8
program_a,05-2020,1442.0,04-2020,connecticut,,17.0,3.0,0.2,paid_facebook,9
program_a,05-2020,1714.0,04-2020,rhode island,,19.0,4.0,0.53,paid_facebook,10
program_a,05-2020,1339.0,04-2020,california,,18.0,3.0,1.09,paid_facebook,11
program_a,05-2020,1126.0,04-2020,kentucky,,13.0,3.0,0.69,paid_facebook,12
program_a,05-2020,1642.0,04-2020,louisiana,,17.0,2.0,0.16,paid_facebook,13
program_a,05-2020,1743.0,04-2020,oregon,,20.0,2.0,0.11,paid_facebook,14
program_a,05-2020,1144.0,04-2020,pennsylvania,,20.0,3.0,0.52,paid_facebook,15
program_a,05-2020,1895.0,04-2020,kansas,,29.0,4.0,0.3,paid_facebook,16
program_a,06-2020,1639.0,04-2020,massachusetts,,24.0,5.0,1.6,paid_facebook,17
program_a,06-2020,1734.0,04-2020,new york,,21.0,2.0,0.76,paid_facebook,18
program_a,06-2020,1312.0,04-2020,connecticut,,20.0,3.0,1.02,paid_facebook,19
program_a,06-2020,1230.0,04-2020,new jersey,,18.0,4.0,0.57,paid_facebook,20
program_a,06-2020,1932.0,04-2020,rhode island,,30.0,4.0,0.51,paid_facebook,21
program_a,06-2020,1707.0,04-2020,california,,31.0,4.0,0.63,paid_facebook,22
program_a,06-2020,1327.0,04-2020,florida,,18.0,3.0,0.98,paid_facebook,23
program_a,06-2020,1625.0,04-2020,louisiana,,17.0,2.0,0.38,paid_facebook,24
program_a,06-2020,1552.0,04-2020,north carolina,,20.0,4.0,1.16,paid_facebook,25
program_a,06-2020,1389.0,04-2020,south carolina,,27.0,3.0,0.79,paid_facebook,26
program_a,06-2020,1074.0,04-2020,texas,,15.0,3.0,0.65,paid_facebook,27
program_a,06-2020,1676.0,04-2020,west virginia,,31.0,5.0,1.1,paid_facebook,28
program_a,07-2020,11954.0,07-2020,massachusetts,,226.0,21.0,1.37,paid_facebook,29
program_a,07-2020,7616.0,07-2020,connecticut,,99.0,16.0,2.34,paid_facebook,30
program_a,07-2020,8698.0,07-2020,rhode island,,107.0,9.0,2.79,paid_facebook,31
program_a,07-2020,8631.0,07-2020,massachusetts,mobile,118.0,21.0,2.96,paid_facebook,32
program_a,07-2020,7089.0,07-2020,new hampshire,,129.0,24.0,3.89,paid_facebook,33
program_a,07-2020,12486.0,07-2020,colorado,,142.0,20.0,6.72,paid_facebook,34
program_a,07-2020,14464.0,07-2020,connecticut,mobile,289.0,41.0,10.62,paid_facebook,35
program_a,08-2020,5282.0,07-2020,massachusetts,,87.0,13.0,2.35,paid_facebook,36
program_a,08-2020,9072.0,07-2020,connecticut,,178.0,27.0,3.08,paid_facebook,37
program_a,08-2020,14581.0,07-2020,rhode island,,228.0,24.0,7.1,paid_facebook,38
program_a,08-2020,4544.0,07-2020,massachusetts,desktop,60.0,7.0,1.82,paid_facebook,39
program_a,08-2020,8222.0,07-2020,california,,100.0,14.0,3.86,paid_facebook,40
program_a,08-2020,3255.0,07-2020,alabama,,37.0,7.0,2.35,paid_facebook,41
program_a,08-2020,8919.0,07-2020,kentucky,,139.0,18.0,4.59,paid_facebook,42
program_a,08-2020,8636.0,07-2020,massachusetts,mobile,157.0,17.0,6.34,paid_facebook,43
program_a,08-2020,12860.0,07-2020,michigan,,169.0,29.0,9.6,paid_facebook,44
program_a,08-2020,6280.0,07-2020,north carolina,,83.0,11.0,0.8,paid_facebook,45
program_a,08-2020,6538.0,07-2020,south carolina,,67.0,9.0,2.65,paid_facebook,46
program_a,08-2020,11789.0,07-2020,virginia,mobile,161.0,33.0,7.89,paid_facebook,47
program_a,08-2020,8884.0,07-2020,massachusetts,,127.0,24.0,7.27,paid_facebook,48
program_a,08-2020,10620.0,07-2020,texas,,145.0,26.0,3.38,paid_facebook,49
program_a,09-2020,1377.0,07-2020,massachusetts,,20.0,3.0,0.38,paid_facebook,50
program_a,09-2020,2681.0,07-2020,connecticut,,29.0,4.0,0.56,paid_facebook,51
program_a,09-2020,8275.0,07-2020,california,,92.0,10.0,2.5,paid_facebook,52
program_a,09-2020,9409.0,07-2020,michigan,,116.0,9.0,1.04,paid_facebook,53
program_a,09-2020,1631.0,07-2020,missouri,,23.0,3.0,0.24,paid_facebook,54
program_a,09-2020,5792.0,07-2020,new york,,76.0,8.0,1.08,paid_facebook,55
program_a,09-2020,6470.0,07-2020,vermont,,78.0,12.0,4.49,paid_facebook,56
program_a,10-2020,8539.0,10-2020,,,138.0,15.0,4.46,paid_facebook,57
program_a,10-2020,5909.0,10-2020,connecticut,desktop,60.0,7.0,2.18,paid_facebook,58
program_a,10-2020,4189.0,10-2020,florida,,63.0,11.0,1.69,paid_facebook,59
program_a,10-2020,4345.0,10-2020,north carolina,,48.0,7.0,2.31,paid_facebook,60
program_a,10-2020,1444.0,10-2020,ohio,,22.0,2.0,0.5,paid_facebook,61
program_a,10-2020,7022.0,10-2020,oregon,,90.0,18.0,4.48,paid_facebook,62
program_a,10-2020,1916.0,10-2020,tennessee,,26.0,5.0,0.87,paid_facebook,63
program_a,10-2020,1248.0,10-2020,utah,,17.0,4.0,0.66,paid_facebook,64
program_a,10-2020,14451.0,10-2020,virginia,,151.0,16.0,4.08,paid_facebook,65
program_a,11-2020,4765.0,10-2020,,,55.0,8.0,1.59,paid_facebook,66
program_a,01-2021,27156.0,01-2021,california,,372.0,73.0,19.42,paid_facebook,67
program_a,02-2021,956.0,01-2021,massachusetts,,12.0,3.0,0.46,paid_facebook,68
program_a,02-2021,1826.0,01-2021,connecticut,,28.0,5.0,1.77,paid_facebook,69
program_a,02-2021,1182.0,01-2021,maine,,19.0,4.0,1.11,paid_facebook,70
program_a,02-2021,1644.0,01-2021,mississippi,,28.0,4.0,0.44,paid_facebook,71
program_a,02-2021,1866.0,01-2021,texas,,30.0,4.0,0.45,paid_facebook,72
program_a,02-2021,2071.0,01-2021,vermont,,36.0,3.0,0.67,paid_facebook,73
program_a,02-2021,1556.0,01-2021,virginia,,16.0,2.0,0.51,paid_facebook,74
program_a,02-2021,1382.0,01-2021,south carolina,,15.0,3.0,0.72,paid_facebook,75
program_a,02-2021,1023.0,01-2021,tennessee,,12.0,3.0,0.18,paid_facebook,76
program_a,02-2021,523.0,01-2021,rhode island,,8.0,2.0,0.6,paid_facebook,77
program_a,02-2021,1090.0,01-2021,kentucky,,14.0,2.0,0.16,paid_facebook,78
program_a,02-2021,2101.0,01-2021,michigan,,26.0,4.0,0.28,paid_facebook,79
program_a,02-2021,987.0,01-2021,florida,,10.0,2.0,0.2,paid_facebook,80
program_a,02-2021,1548.0,01-2021,alabama,,23.0,2.0,0.74,paid_facebook,81
program_a,02-2021,1233.0,01-2021,georgia,,25.0,5.0,1.37,paid_facebook,82
program_a,02-2021,1267.0,01-2021,michigan,desktop,14.0,3.0,1.06,paid_facebook,83
program_a,02-2021,1792.0,01-2021,minnesota,,26.0,5.0,0.94,paid_facebook,84
program_a,02-2021,1218.0,01-2021,new york,,18.0,3.0,0.57,paid_facebook,85
program_a,02-2021,1941.0,01-2021,california,mobile,26.0,5.0,1.05,paid_facebook,86
program_a,02-2021,2232.0,01-2021,louisiana,mobile,25.0,3.0,0.16,paid_facebook,87
program_a,02-2021,2010.0,01-2021,massachusetts,desktop,23.0,2.0,0.16,paid_facebook,88
program_a,02-2021,2205.0,01-2021,nevada,desktop,25.0,2.0,0.23,paid_facebook,89
program_a,03-2021,900.0,01-2021,ohio,,11.0,2.0,0.14,paid_facebook,90
program_a,03-2021,2440.0,01-2021,indiana,,31.0,4.0,0.95,paid_facebook,91
program_a,03-2021,1519.0,01-2021,georgia,,19.0,4.0,1.12,paid_facebook,92
program_a,03-2021,512.0,01-2021,rhode island,,10.0,1.0,0.23,paid_facebook,93
program_a,03-2021,731.0,01-2021,connecticut,,8.0,1.0,0.1,paid_facebook,94
program_a,03-2021,1051.0,01-2021,pennsylvania,,15.0,3.0,0.15,paid_facebook,95
program_a,03-2021,1534.0,01-2021,new york,,17.0,3.0,0.8,paid_facebook,96
program_a,03-2021,641.0,01-2021,florida,,8.0,2.0,0.41,paid_facebook,97
program_a,03-2021,1125.0,01-2021,georgia,mobile,19.0,2.0,0.36,paid_facebook,98
program_a,03-2021,529.0,01-2021,iowa,,8.0,1.0,0.22,paid_facebook,99
program_a,03-2021,566.0,01-2021,kentucky,,7.0,2.0,0.62,paid_facebook,100
program_a,03-2021,2392.0,01-2021,missouri,,31.0,3.0,0.35,paid_facebook,101
program_a,03-2021,1098.0,01-2021,texas,,17.0,3.0,0.54,paid_facebook,102
program_a,03-2021,671.0,01-2021,north carolina,,10.0,2.0,0.15,paid_facebook,103
program_a,03-2021,823.0,01-2021,michigan,,10.0,1.0,0.24,paid_facebook,104
program_a,03-2021,890.0,01-2021,connecticut,desktop,15.0,2.0,0.42,paid_facebook,105
program_a,03-2021,840.0,01-2021,new jersey,,12.0,3.0,0.82,paid_facebook,106
program_a,03-2021,2422.0,01-2021,ohio,,47.0,6.0,0.83,paid_facebook,107
program_a,03-2021,2059.0,01-2021,tennessee,,26.0,3.0,0.54,paid_facebook,108
program_a,03-2021,991.0,01-2021,,,11.0,2.0,0.35,paid_facebook,109
program_a,04-2021,1420.0,04-2021,,,19.0,2.0,0.63,paid_facebook,110
program_a,04-2021,1578.0,04-2021,washington,,18.0,4.0,1.23,paid_facebook,111
program_a,05-2021,2336.0,04-2021,massachusetts,,37.0,7.0,2.73,paid_facebook,112
program_a,05-2021,1436.0,04-2021,pennsylvania,,19.0,4.0,0.6,paid_facebook,113
program_a,05-2021,2357.0,04-2021,arkansas,,26.0,5.0,1.67,paid_facebook,114
program_a,05-2021,1813.0,04-2021,connecticut,,21.0,4.0,0.54,paid_facebook,115
program_a,05-2021,2225.0,04-2021,new york,,27.0,3.0,0.16,paid_facebook,116
program_a,05-2021,1158.0,04-2021,michigan,,13.0,1.0,0.22,paid_facebook,117
program_a,05-2021,2073.0,04-2021,mississippi,,21.0,5.0,1.62,paid_facebook,118
program_a,05-2021,1529.0,04-2021,louisiana,,15.0,2.0,0.19,paid_facebook,119
program_a,05-2021,1906.0,04-2021,kentucky,,25.0,3.0,0.34,paid_facebook,120
program_a,05-2021,2122.0,04-2021,north carolina,,22.0,5.0,1.39,paid_facebook,121
program_a,05-2021,1339.0,04-2021,ohio,,16.0,3.0,0.22,paid_facebook,122
program_a,05-2021,1763.0,04-2021,virginia,,19.0,3.0,0.49,paid_facebook,123
program_a,05-2021,2402.0,04-2021,tennessee,,48.0,8.0,2.73,paid_facebook,124
program_a,05-2021,696.0,04-2021,georgia,,7.0,2.0,0.64,paid_facebook,125
program_a,05-2021,1818.0,04-2021,maryland,,31.0,4.0,1.47,paid_facebook,126
program_a,05-2021,2058.0,04-2021,arizona,,33.0,6.0,2.1,paid_facebook,127
program_a,05-2021,702.0,04-2021,oklahoma,,8.0,1.0,0.11,paid_facebook,128
program_a,05-2021,2286.0,04-2021,new jersey,,39.0,8.0,2.91,paid_facebook,129
program_a,05-2021,2315.0,04-2021,wisconsin,,40.0,6.0,1.37,paid_facebook,130
program_a,05-2021,845.0,04-2021,maine,,12.0,2.0,0.68,paid_facebook,131
program_a,05-2021,1396.0,04-2021,texas,,22.0,4.0,0.64,paid_facebook,132
program_a,05-2021,1016.0,04-2021,washington,,15.0,3.0,0.2,paid_facebook,133
program_a,05-2021,962.0,04-2021,california,,12.0,2.0,0.15,paid_facebook,134
program_a,05-2021,945.0,04-2021,south carolina,,17.0,3.0,0.54,paid_facebook,135
program_a,05-2021,1009.0,04-2021,california,,19.0,4.0,1.56,paid_facebook,136
program_a,06-2021,1034.0,04-2021,massachusetts,,11.0,2.0,0.12,paid_facebook,137
program_a,06-2021,1526.0,04-2021,north carolina,,25.0,3.0,0.78,paid_facebook,138
program_a,06-2021,2086.0,04-2021,new york,,31.0,3.0,0.21,paid_facebook,139
program_a,06-2021,1707.0,04-2021,new jersey,,22.0,3.0,0.45,paid_facebook,140
program_a,06-2021,1849.0,04-2021,pennsylvania,,24.0,3.0,0.3,paid_facebook,141
program_a,06-2021,1255.0,04-2021,ohio,,21.0,4.0,1.0,paid_facebook,142
program_a,06-2021,1711.0,04-2021,texas,,24.0,5.0,1.41,paid_facebook,143
program_a,06-2021,2089.0,04-2021,wyoming,,27.0,4.0,0.75,paid_facebook,144
program_a,06-2021,625.0,04-2021,connecticut,,13.0,2.0,0.2,paid_facebook,145
program_a,06-2021,1636.0,04-2021,virginia,,19.0,3.0,0.83,paid_facebook,146
program_a,06-2021,1599.0,04-2021,vermont,,21.0,3.0,0.69,paid_facebook,147
program_a,06-2021,770.0,04-2021,california,,8.0,1.0,0.12,paid_facebook,148
program_a,06-2021,939.0,04-2021,washington,,18.0,3.0,0.74,paid_facebook,149
program_a,06-2021,522.0,04-2021,hawaii,,8.0,1.0,0.06,paid_facebook,150
program_a,06-2021,936.0,04-2021,illinois,,10.0,2.0,0.73,paid_facebook,151
program_a,06-2021,2409.0,04-2021,new york,desktop,41.0,7.0,0.67,paid_facebook,152
program_a,06-2021,1183.0,04-2021,arizona,,21.0,5.0,0.38,paid_facebook,153
program_a,06-2021,610.0,04-2021,louisiana,,11.0,2.0,0.61,paid_facebook,154
program_a,06-2021,1067.0,04-2021,florida,,12.0,3.0,0.71,paid_facebook,155
program_a,06-2021,2277.0,04-2021,kentucky,,41.0,7.0,0.85,paid_facebook,156
program_a,06-2021,944.0,04-2021,west virginia,,13.0,3.0,0.86,paid_facebook,157
program_a,06-2021,793.0,04-2021,maine,,15.0,3.0,0.99,paid_facebook,158
program_a,06-2021,1247.0,04-2021,colorado,,17.0,3.0,0.28,paid_facebook,159
program_a,06-2021,1664.0,04-2021,north dakota,,32.0,7.0,1.19,paid_facebook,160
program_a,06-2021,2127.0,04-2021,massachusetts,desktop,27.0,3.0,0.38,paid_facebook,161
program_a,06-2021,2312.0,04-2021,california,mobile,37.0,6.0,0.41,paid_facebook,162
program_a,06-2021,1924.0,04-2021,florida,mobile,32.0,4.0,1.23,paid_facebook,163
program_a,06-2021,772.0,04-2021,illinois,,9.0,1.0,0.11,paid_facebook,164
program_a,06-2021,907.0,04-2021,nevada,,12.0,2.0,0.17,paid_facebook,165
program_a,06-2021,2090.0,04-2021,new york,,28.0,6.0,2.39,paid_facebook,166
program_a,06-2021,966.0,04-2021,south carolina,,15.0,3.0,0.4,paid_facebook,167
program_a,07-2021,1390.0,07-2021,new york,mobile,16.0,2.0,0.44,paid_facebook,168
program_a,07-2021,1480.0,07-2021,massachusetts,mobile,18.0,4.0,0.77,paid_facebook,169
program_a,07-2021,608.0,07-2021,new jersey,mobile,6.0,2.0,0.38,paid_facebook,170
program_a,07-2021,2155.0,07-2021,new jersey,,34.0,6.0,1.12,paid_facebook,171
program_a,07-2021,2035.0,07-2021,connecticut,mobile,21.0,3.0,0.2,paid_facebook,172
program_a,07-2021,2163.0,07-2021,connecticut,,25.0,5.0,1.14,paid_facebook,173
program_a,07-2021,631.0,07-2021,new york,tablet,7.0,1.0,0.27,paid_facebook,174
program_a,07-2021,2467.0,07-2021,maryland,mobile,33.0,5.0,0.98,paid_facebook,175
program_a,07-2021,2224.0,07-2021,pennsylvania,,31.0,3.0,0.91,paid_facebook,176
program_a,07-2021,2478.0,07-2021,connecticut,tablet,38.0,4.0,1.35,paid_facebook,177
program_a,07-2021,986.0,07-2021,delaware,,15.0,3.0,0.94,paid_facebook,178
program_a,07-2021,2442.0,07-2021,california,mobile,34.0,3.0,0.49,paid_facebook,179
program_a,07-2021,1283.0,07-2021,arkansas,mobile,19.0,3.0,0.91,paid_facebook,180
program_a,07-2021,695.0,07-2021,virginia,mobile,14.0,3.0,1.14,paid_facebook,181
program_a,07-2021,2102.0,07-2021,oregon,mobile,21.0,3.0,0.59,paid_facebook,182
program_a,08-2021,2704.0,07-2021,massachusetts,mobile,51.0,5.0,0.34,paid_facebook,183
program_a,08-2021,5686.0,07-2021,new york,mobile,78.0,7.0,1.96,paid_facebook,184
program_a,08-2021,2990.0,07-2021,pennsylvania,mobile,42.0,5.0,1.67,paid_facebook,185
program_a,08-2021,2466.0,07-2021,connecticut,mobile,29.0,3.0,0.93,paid_facebook,186
program_a,08-2021,3074.0,07-2021,,mobile,39.0,7.0,0.4,paid_facebook,187
program_a,08-2021,3233.0,07-2021,maryland,mobile,42.0,6.0,0.71,paid_facebook,188
program_a,08-2021,7080.0,07-2021,new jersey,mobile,107.0,16.0,6.05,paid_facebook,189
program_a,08-2021,7360.0,07-2021,rhode island,mobile,127.0,24.0,6.79,paid_facebook,190
program_a,08-2021,6931.0,07-2021,vermont,mobile,136.0,14.0,1.15,paid_facebook,191
program_a,08-2021,3020.0,07-2021,massachusetts,tablet,31.0,6.0,0.42,paid_facebook,192
program_a,08-2021,6172.0,07-2021,kansas,mobile,91.0,12.0,2.46,paid_facebook,193
program_a,08-2021,3962.0,07-2021,pennsylvania,tablet,57.0,9.0,0.94,paid_facebook,194
program_a,08-2021,6880.0,07-2021,delaware,mobile,111.0,10.0,1.13,paid_facebook,195
program_a,08-2021,1742.0,07-2021,,mobile,26.0,5.0,0.6,paid_facebook,196
program_a,08-2021,2735.0,07-2021,virginia,,34.0,6.0,1.07,paid_facebook,197
program_a,09-2021,4377.0,07-2021,massachusetts,mobile,71.0,11.0,3.22,paid_facebook,198
program_a,09-2021,1302.0,07-2021,new york,mobile,13.0,2.0,0.33,paid_facebook,199
program_a,09-2021,6377.0,07-2021,pennsylvania,mobile,92.0,10.0,1.69,paid_facebook,200
program_a,09-2021,5101.0,07-2021,new jersey,mobile,64.0,8.0,1.62,paid_facebook,201
program_a,09-2021,4723.0,07-2021,rhode island,mobile,93.0,14.0,5.33,paid_facebook,202
program_a,09-2021,3506.0,07-2021,connecticut,mobile,46.0,8.0,0.98,paid_facebook,203
program_a,09-2021,2028.0,07-2021,,mobile,31.0,5.0,1.34,paid_facebook,204
program_a,09-2021,6532.0,07-2021,florida,mobile,93.0,10.0,1.09,paid_facebook,205
program_a,09-2021,5871.0,07-2021,pennsylvania,desktop,92.0,11.0,3.58,paid_facebook,206
program_a,09-2021,2978.0,07-2021,new york,tablet,32.0,4.0,0.88,paid_facebook,207
program_a,09-2021,2656.0,07-2021,michigan,mobile,27.0,4.0,0.58,paid_facebook,208
program_a,09-2021,4883.0,07-2021,texas,tablet,49.0,5.0,1.08,paid_facebook,209
program_a,09-2021,4496.0,07-2021,pennsylvania,tablet,45.0,6.0,2.06,paid_facebook,210
program_a,09-2021,1325.0,07-2021,connecticut,tablet,15.0,3.0,1.11,paid_facebook,211
program_a,09-2021,702.0,07-2021,,desktop,8.0,2.0,0.52,paid_facebook,212
program_a,09-2021,2343.0,07-2021,georgia,mobile,33.0,4.0,1.39,paid_facebook,213
program_a,09-2021,3303.0,07-2021,california,,64.0,11.0,1.69,paid_facebook,214
program_a,10-2021,2435.0,10-2021,new york,mobile,26.0,4.0,1.49,paid_facebook,215
program_a,10-2021,3681.0,10-2021,pennsylvania,mobile,55.0,8.0,2.23,paid_facebook,216
program_a,10-2021,4753.0,10-2021,massachusetts,tablet,49.0,6.0,1.96,paid_facebook,217
program_a,10-2021,5203.0,10-2021,arizona,tablet,54.0,6.0,1.65,paid_facebook,218
program_a,12-2021,1925.0,10-2021,,mobile,23.0,3.0,0.99,paid_facebook,219
program_a,12-2021,4234.0,10-2021,michigan,mobile,58.0,11.0,0.57,paid_facebook,220
program_a,12-2021,6134.0,10-2021,new york,mobile,64.0,7.0,2.38,paid_facebook,221
program_a,12-2021,1863.0,10-2021,texas,mobile,19.0,4.0,0.96,paid_facebook,222
program_a,12-2021,545.0,10-2021,virginia,mobile,8.0,1.0,0.15,paid_facebook,223
program_a,12-2021,4090.0,10-2021,north carolina,mobile,73.0,8.0,0.9,paid_facebook,224
program_a,12-2021,3987.0,10-2021,florida,mobile,44.0,5.0,1.88,paid_facebook,225
program_a,12-2021,1844.0,10-2021,georgia,mobile,21.0,3.0,0.47,paid_facebook,226
program_a,12-2021,3359.0,10-2021,south carolina,mobile,44.0,6.0,1.61,paid_facebook,227
program_a,12-2021,4552.0,10-2021,connecticut,mobile,48.0,9.0,1.19,paid_facebook,228
program_a,12-2021,5819.0,10-2021,illinois,mobile,80.0,16.0,4.98,paid_facebook,229
program_a,12-2021,1151.0,10-2021,california,mobile,17.0,3.0,0.31,paid_facebook,230
program_a,12-2021,3318.0,10-2021,district of columbia,desktop,36.0,3.0,0.41,paid_facebook,231
program_a,12-2021,3754.0,10-2021,indiana,mobile,63.0,7.0,1.63,paid_facebook,232
program_a,12-2021,1766.0,10-2021,new jersey,desktop,23.0,4.0,1.24,paid_facebook,233
program_a,12-2021,3161.0,10-2021,oklahoma,mobile,41.0,6.0,1.75,paid_facebook,234
program_a,12-2021,6738.0,10-2021,massachusetts,mobile,74.0,12.0,0.71,paid_facebook,235
program_a,12-2021,3351.0,10-2021,new jersey,mobile,42.0,7.0,0.71,paid_facebook,236
program_a,12-2021,5504.0,10-2021,michigan,desktop,86.0,15.0,1.1,paid_facebook,237
program_a,12-2021,4769.0,10-2021,new hampshire,mobile,51.0,6.0,1.43,paid_facebook,238
program_a,12-2021,6324.0,10-2021,florida,desktop,126.0,16.0,4.78,paid_facebook,239
program_a,12-2021,7320.0,10-2021,illinois,desktop,99.0,13.0,4.45,paid_facebook,240
program_a,12-2021,2382.0,10-2021,ohio,,31.0,7.0,2.15,paid_facebook,241
program_a,12-2021,3871.0,10-2021,alabama,mobile,59.0,7.0,1.13,paid_facebook,242
program_a,12-2021,5469.0,10-2021,maine,mobile,59.0,11.0,1.31,paid_facebook,243
program_a,12-2021,2182.0,10-2021,mississippi,mobile,29.0,3.0,0.31,paid_facebook,244
program_a,12-2021,3059.0,10-2021,vermont,mobile,38.0,7.0,1.0,paid_facebook,245
program_a,12-2021,6256.0,10-2021,connecticut,desktop,93.0,11.0,3.72,paid_facebook,246
program_a,12-2021,610.0,10-2021,rhode island,desktop,11.0,2.0,0.58,paid_facebook,247
program_a,01-2022,7111.0,01-2022,new york,mobile,115.0,16.0,6.29,paid_facebook,248
program_a,01-2022,8318.0,01-2022,massachusetts,mobile,111.0,14.0,5.4,paid_facebook,249
program_a,01-2022,7340.0,01-2022,,mobile,113.0,9.0,0.49,paid_facebook,250
program_a,01-2022,8643.0,01-2022,michigan,mobile,87.0,8.0,1.12,paid_facebook,251
program_a,01-2022,7700.0,01-2022,north carolina,mobile,84.0,14.0,3.85,paid_facebook,252
program_a,01-2022,6953.0,01-2022,connecticut,mobile,87.0,12.0,4.09,paid_facebook,253
program_a,01-2022,7933.0,01-2022,texas,mobile,115.0,22.0,2.24,paid_facebook,254
program_a,01-2022,7308.0,01-2022,new jersey,mobile,80.0,12.0,4.08,paid_facebook,255
program_a,01-2022,1770.0,01-2022,florida,mobile,19.0,3.0,0.74,paid_facebook,256
program_a,01-2022,1547.0,01-2022,georgia,mobile,18.0,2.0,0.39,paid_facebook,257
program_a,01-2022,1004.0,01-2022,california,mobile,20.0,2.0,0.21,paid_facebook,258
program_a,01-2022,1707.0,01-2022,virginia,mobile,21.0,3.0,0.59,paid_facebook,259
program_a,01-2022,2325.0,01-2022,south carolina,mobile,24.0,4.0,0.72,paid_facebook,260
program_a,01-2022,1363.0,01-2022,illinois,mobile,18.0,3.0,1.19,paid_facebook,261
program_a,01-2022,1329.0,01-2022,alabama,mobile,16.0,2.0,0.41,paid_facebook,262
program_a,01-2022,2011.0,01-2022,maryland,mobile,35.0,5.0,1.04,paid_facebook,263
program_a,01-2022,1434.0,01-2022,pennsylvania,mobile,28.0,4.0,0.44,paid_facebook,264
program_a,01-2022,722.0,01-2022,ohio,mobile,10.0,2.0,0.44,paid_facebook,265
program_a,01-2022,1637.0,01-2022,massachusetts,desktop,26.0,5.0,1.62,paid_facebook,266
program_a,01-2022,770.0,01-2022,washington,mobile,12.0,3.0,0.89,paid_facebook,267
program_a,01-2022,1667.0,01-2022,georgia,desktop,20.0,4.0,0.76,paid_facebook,268
program_a,01-2022,506.0,01-2022,kentucky,mobile,8.0,2.0,0.42,paid_facebook,269
program_a,01-2022,1512.0,01-2022,tennessee,mobile,17.0,4.0,0.86,paid_facebook,270
program_a,01-2022,2355.0,01-2022,california,desktop,36.0,7.0,1.14,paid_facebook,271
program_a,01-2022,2462.0,01-2022,louisiana,mobile,42.0,7.0,1.2,paid_facebook,272
program_a,01-2022,1273.0,01-2022,massachusetts,tablet,16.0,2.0,0.29,paid_facebook,273
program_a,01-2022,1916.0,01-2022,virginia,desktop,21.0,5.0,1.91,paid_facebook,274
program_a,01-2022,1563.0,01-2022,arizona,mobile,31.0,6.0,0.38,paid_facebook,275
program_a,01-2022,2191.0,01-2022,west virginia,mobile,23.0,4.0,0.36,paid_facebook,276
program_a,01-2022,1938.0,01-2022,texas,tablet,39.0,8.0,2.41,paid_facebook,277
program_a,01-2022,2144.0,01-2022,new york,,25.0,5.0,0.64,paid_facebook,278
program_a,01-2022,585.0,01-2022,nebraska,mobile,8.0,1.0,0.36,paid_facebook,279
program_a,01-2022,952.0,01-2022,georgia,tablet,13.0,2.0,0.14,paid_facebook,280
program_a,01-2022,1777.0,01-2022,new york,tablet,19.0,4.0,1.07,paid_facebook,281
program_a,01-2022,675.0,01-2022,indiana,mobile,9.0,2.0,0.63,paid_facebook,282
program_a,01-2022,1735.0,01-2022,kansas,mobile,24.0,5.0,1.83,paid_facebook,283
program_a,01-2022,1321.0,01-2022,alabama,desktop,21.0,3.0,0.92,paid_facebook,284
program_a,01-2022,950.0,01-2022,minnesota,mobile,15.0,3.0,0.52,paid_facebook,285
program_a,01-2022,1627.0,01-2022,virginia,tablet,24.0,5.0,0.33,paid_facebook,286
program_a,01-2022,1844.0,01-2022,mississippi,mobile,20.0,3.0,1.05,paid_facebook,287
program_a,01-2022,1829.0,01-2022,wisconsin,mobile,26.0,6.0,1.92,paid_facebook,288
program_a,01-2022,2136.0,01-2022,rhode island,mobile,41.0,6.0,0.46,paid_facebook,289
program_a,01-2022,1260.0,01-2022,michigan,tablet,16.0,2.0,0.77,paid_facebook,290
program_a,01-2022,2076.0,01-2022,arkansas,mobile,29.0,5.0,1.72,paid_facebook,291
program_a,01-2022,1628.0,01-2022,new york,desktop,17.0,2.0,0.26,paid_facebook,292
program_a,01-2022,2283.0,01-2022,new hampshire,desktop,24.0,4.0,1.21,paid_facebook,293
program_a,01-2022,1927.0,01-2022,missouri,mobile,24.0,4.0,1.1,paid_facebook,294
program_a,01-2022,1392.0,01-2022,mississippi,desktop,22.0,3.0,0.62,paid_facebook,295
program_a,01-2022,997.0,01-2022,connecticut,desktop,15.0,2.0,0.73,paid_facebook,296
program_a,01-2022,2355.0,01-2022,north carolina,tablet,38.0,5.0,0.42,paid_facebook,297
program_a,01-2022,1700.0,01-2022,texas,,24.0,5.0,0.4,paid_facebook,298
program_a,01-2022,1701.0,01-2022,district of columbia,desktop,31.0,7.0,1.09,paid_facebook,299
