program,month,spend,quarter,state,device,leads,started_apps,predicted_submitted_apps,lead_track,id
program_b,04-2020,,04-2020,new jersey,,1.0,1.0,,paid_partnerships,5287
program_b,04-2020,,04-2020,new jersey,,1.0,0.0,0.03,paid_partnerships,5288
program_b,04-2020,,04-2020,new mexico,,1.0,0.0,,paid_partnerships,5289
program_b,04-2020,,04-2020,new york,,1.0,0.0,0.01,paid_partnerships,5290
program_b,04-2020,,04-2020,north carolina,,2.0,0.0,0.03,paid_partnerships,5291
program_b,04-2020,,04-2020,pennsylvania,,1.0,0.0,0.02,paid_partnerships,5292
program_b,04-2020,,04-2020,rhode island,,1.0,0.0,0.03,paid_partnerships,5293
program_b,04-2020,,04-2020,tennessee,,1.0,1.0,0.07,paid_partnerships,5294
program_b,04-2020,,04-2020,texas,,2.0,0.0,0.08,paid_partnerships,5295
program_b,04-2020,,04-2020,texas,,1.0,0.0,,paid_partnerships,5296
program_b,04-2020,,04-2020,texas,,1.0,0.0,,paid_partnerships,5297
program_b,04-2020,,04-2020,texas,,1.0,0.0,0.1,paid_partnerships,5298
program_b,05-2020,4549.19,04-2020,california,,15.0,0.0,0.07,paid_partnerships,5299
program_b,05-2020,3192.98,04-2020,california,,35.0,4.0,1.29,paid_partnerships,5300
program_b,05-2020,2635.86,04-2020,california,,18.0,0.0,0.14,paid_partnerships,5301
program_b,05-2020,2250.6,04-2020,california,,12.0,1.0,0.06,paid_partnerships,5302
program_b,05-2020,1944.44,04-2020,,,34.0,0.0,0.06,paid_partnerships,5303
program_b,05-2020,1500.4,04-2020,north carolina,,8.0,0.0,1.08,paid_partnerships,5304
program_b,05-2020,1500.09,04-2020,,,2.0,0.0,0.01,paid_partnerships,5305
program_b,05-2020,1125.3,04-2020,texas,,6.0,0.0,0.02,paid_partnerships,5306
program_b,05-2020,1025.06,04-2020,michigan,,7.0,1.0,0.04,paid_partnerships,5307
program_b,05-2020,944.87,04-2020,california,,11.0,1.0,1.12,paid_partnerships,5308
program_b,05-2020,937.75,04-2020,virginia,,5.0,0.0,,paid_partnerships,5309
program_b,05-2020,878.62,04-2020,texas,,6.0,0.0,0.02,paid_partnerships,5310
program_b,05-2020,833.28,04-2020,california,,6.0,0.0,0.04,paid_partnerships,5311
program_b,05-2020,833.28,04-2020,florida,,6.0,0.0,0.15,paid_partnerships,5312
program_b,05-2020,750.2,04-2020,pennsylvania,,4.0,0.0,0.06,paid_partnerships,5313
program_b,05-2020,750.2,04-2020,washington,,4.0,0.0,0.03,paid_partnerships,5314
program_b,05-2020,732.18,04-2020,new jersey,,5.0,0.0,0.03,paid_partnerships,5315
program_b,05-2020,732.18,04-2020,new york,,5.0,1.0,1.03,paid_partnerships,5316
program_b,05-2020,732.18,04-2020,north carolina,,5.0,0.0,0.02,paid_partnerships,5317
program_b,05-2020,732.18,04-2020,ohio,,5.0,0.0,,paid_partnerships,5318
program_b,05-2020,606.56,04-2020,arizona,,2.0,0.0,,paid_partnerships,5319
program_b,05-2020,606.56,04-2020,maryland,,2.0,0.0,0.02,paid_partnerships,5320
program_b,05-2020,606.56,04-2020,virginia,,2.0,0.0,0.02,paid_partnerships,5321
program_b,05-2020,585.75,04-2020,alabama,,4.0,0.0,,paid_partnerships,5322
program_b,05-2020,562.65,04-2020,georgia,,3.0,1.0,,paid_partnerships,5323
program_b,05-2020,562.65,04-2020,illinois,,3.0,0.0,0.04,paid_partnerships,5324
program_b,05-2020,555.52,04-2020,,,4.0,0.0,0.04,paid_partnerships,5325
program_b,05-2020,555.52,04-2020,new york,,4.0,1.0,1.04,paid_partnerships,5326
program_b,05-2020,514.71,04-2020,california,,9.0,0.0,0.04,paid_partnerships,5327
program_b,05-2020,461.54,04-2020,california,,4.0,0.0,0.04,paid_partnerships,5328
program_b,05-2020,439.31,04-2020,arizona,,3.0,0.0,0.04,paid_partnerships,5329
program_b,05-2020,439.31,04-2020,florida,,3.0,0.0,,paid_partnerships,5330
program_b,05-2020,439.31,04-2020,virginia,,3.0,0.0,0.09,paid_partnerships,5331
program_b,05-2020,429.49,04-2020,,,5.0,0.0,0.04,paid_partnerships,5332
program_b,05-2020,429.49,04-2020,georgia,,5.0,1.0,,paid_partnerships,5333
program_b,05-2020,429.49,04-2020,north carolina,,5.0,0.0,0.25,paid_partnerships,5334
program_b,05-2020,416.64,04-2020,new jersey,,3.0,0.0,0.04,paid_partnerships,5335
program_b,05-2020,416.64,04-2020,texas,,3.0,0.0,,paid_partnerships,5336
program_b,05-2020,416.64,04-2020,virginia,,3.0,0.0,0.06,paid_partnerships,5337
program_b,05-2020,375.1,04-2020,arkansas,,2.0,0.0,0.02,paid_partnerships,5338
program_b,05-2020,375.1,04-2020,nevada,,2.0,0.0,,paid_partnerships,5339
program_b,05-2020,375.1,04-2020,new jersey,,2.0,0.0,0.04,paid_partnerships,5340
program_b,05-2020,375.1,04-2020,new york,,2.0,0.0,0.03,paid_partnerships,5341
program_b,05-2020,364.91,04-2020,massachusetts,,4.0,0.0,0.06,paid_partnerships,5342
program_b,05-2020,364.29,04-2020,california,,2.0,0.0,0.04,paid_partnerships,5343
program_b,05-2020,364.29,04-2020,georgia,,2.0,0.0,0.09,paid_partnerships,5344
program_b,05-2020,343.59,04-2020,new york,,4.0,0.0,0.06,paid_partnerships,5345
program_b,05-2020,343.59,04-2020,virginia,,4.0,2.0,0.05,paid_partnerships,5346
program_b,05-2020,303.28,04-2020,colorado,,1.0,0.0,,paid_partnerships,5347
program_b,05-2020,303.28,04-2020,georgia,,1.0,0.0,,paid_partnerships,5348
program_b,05-2020,303.28,04-2020,ohio,,1.0,0.0,,paid_partnerships,5349
program_b,05-2020,303.28,04-2020,washington,,1.0,0.0,,paid_partnerships,5350
program_b,05-2020,292.87,04-2020,connecticut,,2.0,0.0,,paid_partnerships,5351
program_b,05-2020,292.87,04-2020,hawaii,,2.0,0.0,0.01,paid_partnerships,5352
program_b,05-2020,292.87,04-2020,illinois,,2.0,0.0,0.01,paid_partnerships,5353
program_b,05-2020,292.87,04-2020,nevada,,2.0,0.0,0.06,paid_partnerships,5354
program_b,05-2020,292.87,04-2020,south carolina,,2.0,0.0,,paid_partnerships,5355
program_b,05-2020,277.76,04-2020,arizona,,2.0,0.0,,paid_partnerships,5356
program_b,05-2020,277.76,04-2020,north carolina,,2.0,0.0,0.04,paid_partnerships,5357
program_b,05-2020,277.76,04-2020,pennsylvania,,2.0,0.0,0.02,paid_partnerships,5358
program_b,05-2020,273.68,04-2020,illinois,,3.0,0.0,0.04,paid_partnerships,5359
program_b,05-2020,266.57,04-2020,california,,4.0,0.0,0.12,paid_partnerships,5360
program_b,05-2020,266.57,04-2020,new york,,4.0,0.0,,paid_partnerships,5361
program_b,05-2020,257.69,04-2020,florida,,3.0,1.0,0.45,paid_partnerships,5362
program_b,05-2020,257.69,04-2020,maryland,,3.0,0.0,,paid_partnerships,5363
program_b,05-2020,257.69,04-2020,texas,,3.0,0.0,,paid_partnerships,5364
program_b,05-2020,210.0,04-2020,,,6.0,0.0,0.03,paid_partnerships,5365
program_b,05-2020,187.55,04-2020,arizona,,1.0,0.0,,paid_partnerships,5366
program_b,05-2020,187.55,04-2020,colorado,,1.0,0.0,0.04,paid_partnerships,5367
program_b,05-2020,187.55,04-2020,connecticut,,1.0,0.0,0.01,paid_partnerships,5368
program_b,05-2020,187.55,04-2020,delaware,,1.0,0.0,0.01,paid_partnerships,5369
program_b,05-2020,187.55,04-2020,florida,,1.0,0.0,,paid_partnerships,5370
program_b,05-2020,187.55,04-2020,idaho,,1.0,0.0,,paid_partnerships,5371
program_b,05-2020,187.55,04-2020,indiana,,1.0,0.0,,paid_partnerships,5372
program_b,05-2020,187.55,04-2020,kansas,,1.0,0.0,,paid_partnerships,5373
program_b,05-2020,187.55,04-2020,kentucky,,1.0,0.0,0.01,paid_partnerships,5374
program_b,05-2020,187.55,04-2020,massachusetts,,1.0,0.0,0.01,paid_partnerships,5375
program_b,05-2020,187.55,04-2020,missouri,,1.0,0.0,,paid_partnerships,5376
program_b,05-2020,187.55,04-2020,new mexico,,1.0,0.0,,paid_partnerships,5377
program_b,05-2020,187.55,04-2020,oklahoma,,1.0,0.0,0.02,paid_partnerships,5378
program_b,05-2020,187.55,04-2020,south carolina,,1.0,0.0,,paid_partnerships,5379
program_b,05-2020,187.55,04-2020,south dakota,,1.0,0.0,,paid_partnerships,5380
program_b,05-2020,187.55,04-2020,tennessee,,1.0,0.0,,paid_partnerships,5381
program_b,05-2020,182.46,04-2020,oregon,,2.0,0.0,,paid_partnerships,5382
program_b,05-2020,182.15,04-2020,florida,,1.0,0.0,,paid_partnerships,5383
program_b,05-2020,182.15,04-2020,illinois,,1.0,0.0,,paid_partnerships,5384
program_b,05-2020,182.15,04-2020,iowa,,1.0,0.0,,paid_partnerships,5385
program_b,05-2020,182.15,04-2020,massachusetts,,1.0,0.0,,paid_partnerships,5386
program_b,05-2020,182.15,04-2020,new mexico,,1.0,0.0,,paid_partnerships,5387
program_b,05-2020,182.15,04-2020,oregon,,1.0,0.0,0.01,paid_partnerships,5388
program_b,05-2020,182.15,04-2020,south carolina,,1.0,0.0,,paid_partnerships,5389
program_b,05-2020,182.15,04-2020,texas,,1.0,0.0,,paid_partnerships,5390
program_b,05-2020,182.15,04-2020,vermont,,1.0,0.0,,paid_partnerships,5391
program_b,05-2020,182.15,04-2020,washington,,1.0,0.0,0.04,paid_partnerships,5392
program_b,05-2020,171.79,04-2020,alabama,,2.0,0.0,,paid_partnerships,5393
program_b,05-2020,171.79,04-2020,michigan,,2.0,0.0,0.04,paid_partnerships,5394
program_b,05-2020,171.79,04-2020,ohio,,2.0,0.0,,paid_partnerships,5395
program_b,05-2020,171.79,04-2020,oklahoma,,2.0,0.0,0.08,paid_partnerships,5396
program_b,05-2020,171.79,04-2020,pennsylvania,,2.0,0.0,,paid_partnerships,5397
program_b,05-2020,146.44,04-2020,,,1.0,0.0,,paid_partnerships,5398
program_b,05-2020,146.44,04-2020,arkansas,,1.0,0.0,,paid_partnerships,5399
program_b,05-2020,146.44,04-2020,california,tablet,1.0,0.0,,paid_partnerships,5400
program_b,05-2020,146.44,04-2020,georgia,,1.0,0.0,,paid_partnerships,5401
program_b,05-2020,146.44,04-2020,indiana,,1.0,0.0,0.03,paid_partnerships,5402
program_b,05-2020,146.44,04-2020,kentucky,,1.0,0.0,,paid_partnerships,5403
program_b,05-2020,146.44,04-2020,maryland,,1.0,0.0,,paid_partnerships,5404
program_b,05-2020,146.44,04-2020,pennsylvania,,1.0,0.0,0.01,paid_partnerships,5405
program_b,05-2020,146.44,04-2020,tennessee,,1.0,0.0,,paid_partnerships,5406
program_b,05-2020,146.44,04-2020,utah,,1.0,0.0,,paid_partnerships,5407
program_b,05-2020,146.44,04-2020,washington,,1.0,0.0,,paid_partnerships,5408
program_b,05-2020,138.88,04-2020,california,desktop,1.0,0.0,,paid_partnerships,5409
program_b,05-2020,138.88,04-2020,colorado,,1.0,0.0,,paid_partnerships,5410
program_b,05-2020,138.88,04-2020,connecticut,,1.0,0.0,,paid_partnerships,5411
program_b,05-2020,138.88,04-2020,georgia,,1.0,0.0,0.05,paid_partnerships,5412
program_b,05-2020,138.88,04-2020,nevada,,1.0,0.0,0.1,paid_partnerships,5413
program_b,05-2020,138.88,04-2020,new hampshire,,1.0,0.0,,paid_partnerships,5414
program_b,05-2020,138.88,04-2020,ohio,,1.0,1.0,1.0,paid_partnerships,5415
program_b,05-2020,133.29,04-2020,arizona,,2.0,0.0,,paid_partnerships,5416
program_b,05-2020,120.0,04-2020,california,,3.0,0.0,,paid_partnerships,5417
program_b,05-2020,115.38,04-2020,arizona,,1.0,0.0,0.12,paid_partnerships,5418
program_b,05-2020,115.38,04-2020,colorado,,1.0,0.0,0.03,paid_partnerships,5419
program_b,05-2020,115.38,04-2020,florida,,1.0,0.0,,paid_partnerships,5420
program_b,05-2020,115.38,04-2020,illinois,,1.0,0.0,,paid_partnerships,5421
program_b,05-2020,115.38,04-2020,michigan,,1.0,0.0,0.03,paid_partnerships,5422
program_b,05-2020,115.38,04-2020,missouri,,1.0,0.0,0.04,paid_partnerships,5423
program_b,05-2020,115.38,04-2020,pennsylvania,,1.0,0.0,,paid_partnerships,5424
program_b,05-2020,115.38,04-2020,texas,,1.0,0.0,,paid_partnerships,5425
program_b,05-2020,115.38,04-2020,washington,,1.0,0.0,,paid_partnerships,5426
program_b,05-2020,105.0,04-2020,california,,2.0,0.0,0.05,paid_partnerships,5427
program_b,05-2020,105.0,04-2020,wisconsin,,2.0,0.0,,paid_partnerships,5428
program_b,05-2020,91.23,04-2020,alabama,,1.0,0.0,0.03,paid_partnerships,5429
program_b,05-2020,91.23,04-2020,arizona,,1.0,0.0,0.08,paid_partnerships,5430
program_b,05-2020,91.23,04-2020,california,tablet,1.0,0.0,,paid_partnerships,5431
program_b,05-2020,91.23,04-2020,california,desktop,1.0,0.0,,paid_partnerships,5432
program_b,05-2020,91.23,04-2020,colorado,,1.0,0.0,,paid_partnerships,5433
program_b,05-2020,91.23,04-2020,michigan,,1.0,0.0,,paid_partnerships,5434
program_b,05-2020,91.23,04-2020,missouri,,1.0,0.0,0.03,paid_partnerships,5435
program_b,05-2020,91.23,04-2020,nevada,,1.0,0.0,,paid_partnerships,5436
program_b,05-2020,91.23,04-2020,new hampshire,,1.0,0.0,,paid_partnerships,5437
program_b,05-2020,91.23,04-2020,new jersey,,1.0,1.0,1.0,paid_partnerships,5438
program_b,05-2020,91.23,04-2020,oklahoma,,1.0,0.0,0.03,paid_partnerships,5439
program_b,05-2020,91.23,04-2020,tennessee,,1.0,0.0,,paid_partnerships,5440
program_b,05-2020,91.23,04-2020,washington,,1.0,0.0,,paid_partnerships,5441
program_b,05-2020,85.9,04-2020,alabama,desktop,1.0,0.0,,paid_partnerships,5442
program_b,05-2020,85.9,04-2020,arkansas,,1.0,1.0,,paid_partnerships,5443
program_b,05-2020,85.9,04-2020,california,desktop,1.0,0.0,,paid_partnerships,5444
program_b,05-2020,85.9,04-2020,colorado,,1.0,0.0,0.03,paid_partnerships,5445
program_b,05-2020,85.9,04-2020,idaho,desktop,1.0,0.0,,paid_partnerships,5446
program_b,05-2020,85.9,04-2020,illinois,,1.0,0.0,,paid_partnerships,5447
program_b,05-2020,85.9,04-2020,indiana,,1.0,0.0,0.03,paid_partnerships,5448
program_b,05-2020,85.9,04-2020,iowa,,1.0,0.0,0.03,paid_partnerships,5449
program_b,05-2020,85.9,04-2020,kansas,,1.0,0.0,0.1,paid_partnerships,5450
program_b,05-2020,85.9,04-2020,kentucky,,1.0,0.0,,paid_partnerships,5451
program_b,05-2020,85.9,04-2020,louisiana,,1.0,0.0,0.03,paid_partnerships,5452
program_b,05-2020,85.9,04-2020,maine,,1.0,0.0,,paid_partnerships,5453
program_b,05-2020,85.9,04-2020,massachusetts,,1.0,0.0,,paid_partnerships,5454
program_b,05-2020,85.9,04-2020,mississippi,,1.0,0.0,,paid_partnerships,5455
program_b,05-2020,85.9,04-2020,missouri,,1.0,0.0,0.06,paid_partnerships,5456
program_b,05-2020,85.9,04-2020,nevada,,1.0,1.0,,paid_partnerships,5457
program_b,05-2020,85.9,04-2020,new hampshire,,1.0,0.0,,paid_partnerships,5458
program_b,05-2020,85.9,04-2020,new jersey,desktop,1.0,0.0,,paid_partnerships,5459
program_b,05-2020,85.9,04-2020,south carolina,,1.0,1.0,0.08,paid_partnerships,5460
program_b,05-2020,85.9,04-2020,tennessee,,1.0,0.0,0.08,paid_partnerships,5461
program_b,05-2020,85.9,04-2020,utah,,1.0,0.0,0.05,paid_partnerships,5462
program_b,05-2020,85.9,04-2020,vermont,,1.0,0.0,,paid_partnerships,5463
program_b,05-2020,85.9,04-2020,washington,,1.0,0.0,0.08,paid_partnerships,5464
program_b,05-2020,85.9,04-2020,west virginia,,1.0,0.0,,paid_partnerships,5465
program_b,05-2020,85.9,04-2020,wyoming,desktop,1.0,0.0,,paid_partnerships,5466
program_b,05-2020,83.34,04-2020,alabama,,1.0,0.0,,paid_partnerships,5467
program_b,05-2020,83.34,04-2020,new york,,1.0,0.0,,paid_partnerships,5468
program_b,05-2020,80.0,04-2020,maryland,,2.0,0.0,,paid_partnerships,5469
program_b,05-2020,66.64,04-2020,maine,,1.0,0.0,,paid_partnerships,5470
program_b,05-2020,66.64,04-2020,utah,,1.0,0.0,0.02,paid_partnerships,5471
program_b,05-2020,66.64,04-2020,virginia,,1.0,1.0,1.0,paid_partnerships,5472
program_b,05-2020,66.64,04-2020,wisconsin,,1.0,0.0,0.01,paid_partnerships,5473
program_b,05-2020,57.19,04-2020,florida,,1.0,0.0,,paid_partnerships,5474
program_b,05-2020,57.19,04-2020,indiana,,1.0,0.0,,paid_partnerships,5475
program_b,05-2020,57.19,04-2020,louisiana,,1.0,0.0,,paid_partnerships,5476
program_b,05-2020,57.19,04-2020,maryland,,1.0,0.0,,paid_partnerships,5477
program_b,05-2020,57.19,04-2020,missouri,,1.0,0.0,,paid_partnerships,5478
program_b,05-2020,57.19,04-2020,new mexico,,1.0,0.0,,paid_partnerships,5479
program_b,05-2020,57.19,04-2020,north dakota,,1.0,0.0,,paid_partnerships,5480
program_b,05-2020,57.19,04-2020,texas,,1.0,0.0,,paid_partnerships,5481
program_b,05-2020,40.0,04-2020,,,1.0,0.0,0.02,paid_partnerships,5482
program_b,05-2020,,04-2020,,,1.0,0.0,0.02,paid_partnerships,5483
program_b,05-2020,,04-2020,,,1.0,0.0,,paid_partnerships,5484
program_b,05-2020,,04-2020,,,1.0,0.0,,paid_partnerships,5485
program_b,05-2020,,04-2020,california,,2.0,0.0,,paid_partnerships,5486
program_b,05-2020,,04-2020,california,,1.0,1.0,1.0,paid_partnerships,5487
program_b,05-2020,,04-2020,california,,3.0,0.0,0.06,paid_partnerships,5488
program_b,05-2020,,04-2020,california,,1.0,0.0,,paid_partnerships,5489
program_b,05-2020,,04-2020,california,,1.0,0.0,0.02,paid_partnerships,5490
program_b,05-2020,,04-2020,florida,,1.0,0.0,0.02,paid_partnerships,5491
program_b,05-2020,,04-2020,florida,,1.0,0.0,,paid_partnerships,5492
program_b,05-2020,,04-2020,georgia,,1.0,0.0,,paid_partnerships,5493
program_b,05-2020,,04-2020,iowa,desktop,1.0,0.0,,paid_partnerships,5494
program_b,05-2020,,04-2020,massachusetts,,1.0,0.0,,paid_partnerships,5495
program_b,05-2020,,04-2020,minnesota,,1.0,0.0,0.01,paid_partnerships,5496
program_b,05-2020,,04-2020,new jersey,,1.0,0.0,0.02,paid_partnerships,5497
program_b,05-2020,,04-2020,new mexico,,1.0,0.0,0.03,paid_partnerships,5498
program_b,05-2020,,04-2020,new york,,1.0,0.0,,paid_partnerships,5499
program_b,05-2020,,04-2020,north carolina,,1.0,0.0,0.02,paid_partnerships,5500
program_b,05-2020,,04-2020,north carolina,,1.0,0.0,,paid_partnerships,5501
program_b,05-2020,,04-2020,north carolina,,1.0,0.0,,paid_partnerships,5502
program_b,05-2020,,04-2020,south carolina,,1.0,0.0,0.02,paid_partnerships,5503
program_b,05-2020,,04-2020,texas,,1.0,0.0,0.06,paid_partnerships,5504
program_b,05-2020,,04-2020,texas,,1.0,0.0,,paid_partnerships,5505
program_b,05-2020,,04-2020,texas,,1.0,0.0,,paid_partnerships,5506
program_b,05-2020,,04-2020,texas,,1.0,0.0,,paid_partnerships,5507
program_b,05-2020,,04-2020,vermont,,1.0,0.0,0.03,paid_partnerships,5508
program_b,05-2020,,04-2020,virginia,,1.0,0.0,0.02,paid_partnerships,5509
program_b,05-2020,,04-2020,washington,,1.0,0.0,0.06,paid_partnerships,5510
program_b,06-2020,2998.36,04-2020,california,,31.0,3.0,2.63,paid_partnerships,5511
program_b,06-2020,2536.43,04-2020,,,20.0,0.0,0.04,paid_partnerships,5512
program_b,06-2020,2525.09,04-2020,california,,12.0,0.0,0.05,paid_partnerships,5513
program_b,06-2020,2435.28,04-2020,california,,18.0,0.0,0.13,paid_partnerships,5514
program_b,06-2020,1623.52,04-2020,texas,,12.0,0.0,0.02,paid_partnerships,5515
program_b,06-2020,1472.97,04-2020,north carolina,,7.0,0.0,0.05,paid_partnerships,5516
program_b,06-2020,1262.54,04-2020,florida,,6.0,0.0,0.01,paid_partnerships,5517
program_b,06-2020,1229.73,04-2020,california,,13.0,1.0,1.13,paid_partnerships,5518
program_b,06-2020,1082.35,04-2020,florida,,8.0,0.0,0.06,paid_partnerships,5519
program_b,06-2020,1052.12,04-2020,texas,,5.0,0.0,0.09,paid_partnerships,5520
program_b,06-2020,967.21,04-2020,texas,,10.0,0.0,0.15,paid_partnerships,5521
program_b,06-2020,811.76,04-2020,new york,,6.0,1.0,0.02,paid_partnerships,5522
program_b,06-2020,811.76,04-2020,north carolina,,6.0,1.0,0.11,paid_partnerships,5523
program_b,06-2020,634.61,04-2020,california,,13.0,0.0,0.08,paid_partnerships,5524
program_b,06-2020,631.27,04-2020,new mexico,,3.0,0.0,1.0,paid_partnerships,5525
program_b,06-2020,631.27,04-2020,new york,,3.0,0.0,0.02,paid_partnerships,5526
program_b,06-2020,631.27,04-2020,pennsylvania,,3.0,0.0,0.02,paid_partnerships,5527
program_b,06-2020,631.27,04-2020,virginia,,3.0,1.0,0.02,paid_partnerships,5528
program_b,06-2020,568.73,04-2020,california,,2.0,0.0,0.01,paid_partnerships,5529
program_b,06-2020,567.57,04-2020,new york,,6.0,1.0,1.05,paid_partnerships,5530
program_b,06-2020,541.17,04-2020,,,4.0,0.0,0.02,paid_partnerships,5531
program_b,06-2020,541.17,04-2020,new jersey,,4.0,0.0,0.04,paid_partnerships,5532
program_b,06-2020,541.17,04-2020,ohio,,4.0,0.0,0.04,paid_partnerships,5533
program_b,06-2020,541.17,04-2020,south carolina,,4.0,2.0,,paid_partnerships,5534
program_b,06-2020,420.85,04-2020,arizona,,2.0,0.0,,paid_partnerships,5535
program_b,06-2020,420.85,04-2020,idaho,,2.0,0.0,,paid_partnerships,5536
program_b,06-2020,420.85,04-2020,michigan,,2.0,0.0,,paid_partnerships,5537
program_b,06-2020,420.85,04-2020,missouri,,2.0,1.0,0.05,paid_partnerships,5538
program_b,06-2020,420.85,04-2020,ohio,,2.0,0.0,1.01,paid_partnerships,5539
program_b,06-2020,405.88,04-2020,connecticut,,3.0,0.0,0.01,paid_partnerships,5540
program_b,06-2020,405.88,04-2020,maryland,,3.0,0.0,,paid_partnerships,5541
program_b,06-2020,405.88,04-2020,virginia,,3.0,0.0,0.06,paid_partnerships,5542
program_b,06-2020,390.53,04-2020,,,8.0,0.0,0.06,paid_partnerships,5543
program_b,06-2020,386.89,04-2020,florida,,4.0,0.0,0.04,paid_partnerships,5544
program_b,06-2020,386.89,04-2020,michigan,,4.0,0.0,0.03,paid_partnerships,5545
program_b,06-2020,378.38,04-2020,maryland,,4.0,1.0,1.05,paid_partnerships,5546
program_b,06-2020,378.38,04-2020,michigan,,4.0,0.0,0.04,paid_partnerships,5547
program_b,06-2020,378.38,04-2020,north carolina,,4.0,0.0,0.05,paid_partnerships,5548
program_b,06-2020,378.38,04-2020,pennsylvania,,4.0,0.0,0.11,paid_partnerships,5549
program_b,06-2020,341.71,04-2020,texas,,7.0,0.0,0.03,paid_partnerships,5550
program_b,06-2020,290.16,04-2020,new jersey,,3.0,0.0,0.05,paid_partnerships,5551
program_b,06-2020,290.16,04-2020,virginia,,3.0,0.0,0.08,paid_partnerships,5552
program_b,06-2020,284.36,04-2020,georgia,,1.0,0.0,,paid_partnerships,5553
program_b,06-2020,284.36,04-2020,maryland,,1.0,0.0,0.01,paid_partnerships,5554
program_b,06-2020,284.36,04-2020,michigan,,1.0,0.0,,paid_partnerships,5555
program_b,06-2020,284.36,04-2020,minnesota,,1.0,0.0,0.01,paid_partnerships,5556
program_b,06-2020,284.36,04-2020,north carolina,,1.0,0.0,,paid_partnerships,5557
program_b,06-2020,284.36,04-2020,washington,,1.0,0.0,,paid_partnerships,5558
program_b,06-2020,283.78,04-2020,florida,,3.0,0.0,0.06,paid_partnerships,5559
program_b,06-2020,283.78,04-2020,georgia,,3.0,1.0,0.04,paid_partnerships,5560
program_b,06-2020,283.78,04-2020,mississippi,,3.0,0.0,0.05,paid_partnerships,5561
program_b,06-2020,283.78,04-2020,nevada,,3.0,0.0,0.12,paid_partnerships,5562
program_b,06-2020,270.59,04-2020,colorado,,2.0,0.0,,paid_partnerships,5563
program_b,06-2020,270.59,04-2020,illinois,,2.0,0.0,,paid_partnerships,5564
program_b,06-2020,270.59,04-2020,nevada,,2.0,0.0,0.02,paid_partnerships,5565
program_b,06-2020,270.59,04-2020,tennessee,,2.0,0.0,1.0,paid_partnerships,5566
program_b,06-2020,253.64,04-2020,new york,,2.0,0.0,,paid_partnerships,5567
program_b,06-2020,250.0,04-2020,missouri,,2.0,0.0,,paid_partnerships,5568
program_b,06-2020,244.08,04-2020,new york,,5.0,0.0,0.02,paid_partnerships,5569
program_b,06-2020,244.08,04-2020,illinois,,5.0,0.0,0.12,paid_partnerships,5570
program_b,06-2020,244.08,04-2020,north carolina,,5.0,0.0,0.02,paid_partnerships,5571
program_b,06-2020,217.78,04-2020,,,8.0,0.0,0.05,paid_partnerships,5572
program_b,06-2020,212.05,04-2020,california,,5.0,0.0,0.03,paid_partnerships,5573
program_b,06-2020,210.42,04-2020,alabama,,1.0,0.0,0.02,paid_partnerships,5574
program_b,06-2020,210.42,04-2020,california,mobile,1.0,0.0,,paid_partnerships,5575
program_b,06-2020,210.42,04-2020,district of columbia,,1.0,0.0,,paid_partnerships,5576
program_b,06-2020,210.42,04-2020,georgia,,1.0,0.0,,paid_partnerships,5577
program_b,06-2020,210.42,04-2020,illinois,,1.0,0.0,,paid_partnerships,5578
program_b,06-2020,210.42,04-2020,indiana,,1.0,0.0,,paid_partnerships,5579
program_b,06-2020,210.42,04-2020,kansas,,1.0,0.0,,paid_partnerships,5580
program_b,06-2020,210.42,04-2020,maine,,1.0,0.0,0.04,paid_partnerships,5581
program_b,06-2020,210.42,04-2020,maryland,,1.0,0.0,,paid_partnerships,5582
program_b,06-2020,210.42,04-2020,michigan,tablet,1.0,0.0,,paid_partnerships,5583
program_b,06-2020,210.42,04-2020,montana,,1.0,0.0,0.02,paid_partnerships,5584
program_b,06-2020,210.42,04-2020,nevada,,1.0,0.0,,paid_partnerships,5585
program_b,06-2020,210.42,04-2020,new jersey,,1.0,0.0,0.01,paid_partnerships,5586
program_b,06-2020,210.42,04-2020,new mexico,desktop,1.0,0.0,,paid_partnerships,5587
program_b,06-2020,210.42,04-2020,north dakota,,1.0,0.0,,paid_partnerships,5588
program_b,06-2020,210.42,04-2020,oklahoma,,1.0,0.0,,paid_partnerships,5589
program_b,06-2020,210.42,04-2020,oregon,,1.0,0.0,,paid_partnerships,5590
program_b,06-2020,210.42,04-2020,south carolina,,1.0,0.0,,paid_partnerships,5591
program_b,06-2020,210.42,04-2020,tennessee,,1.0,0.0,,paid_partnerships,5592
program_b,06-2020,210.42,04-2020,virginia,desktop,1.0,0.0,,paid_partnerships,5593
program_b,06-2020,210.42,04-2020,washington,,1.0,0.0,,paid_partnerships,5594
program_b,06-2020,210.42,04-2020,wisconsin,desktop,1.0,0.0,1.0,paid_partnerships,5595
program_b,06-2020,210.42,04-2020,wisconsin,,1.0,0.0,,paid_partnerships,5596
program_b,06-2020,195.26,04-2020,michigan,,4.0,0.0,0.05,paid_partnerships,5597
program_b,06-2020,195.26,04-2020,pennsylvania,,4.0,0.0,0.04,paid_partnerships,5598
program_b,06-2020,193.44,04-2020,hawaii,,2.0,0.0,0.01,paid_partnerships,5599
program_b,06-2020,189.19,04-2020,louisiana,,2.0,0.0,0.03,paid_partnerships,5600
